"Probe_IDs"	"Symbols"	"Entrez_IDs"	"CHR"	"Ensembl_IDs"	"Start.Pos"	"End.Pos"
"8122"	"ILMN_1813846"	"P2RX4"	"5025"	"12"	"ENSG00000135124"	"121209857"	"121234106"
"8123"	"ILMN_1813893"	"DDX43"	"55510"	"6"	"ENSG00000080007"	"73394828"	"73417566"
"8124"	"ILMN_1813911"	"HEXA"	"3073"	"15"	"ENSG00000213614"	"72340924"	"72376420"
"8125"	"ILMN_1813938"	"CHCHD4"	"131474"	"3"	"ENSG00000163528"	"14112077"	"14124870"
"8126"	"ILMN_1813949"	"CASQ1"	"844"	"1"	"ENSG00000143318"	"160190575"	"160201886"
"8127"	"ILMN_1813975"	"ADI1"	"55256"	"CHR_HSCHR2_1_CTG1"	"ENSG00000280830"	"3498728"	"3502360"
"8128"	"ILMN_1814002"	"TEAD3"	"7005"	"6"	"ENSG00000007866"	"35473597"	"35497079"
"8129"	"ILMN_1814022"	"NR1H3"	"10062"	"11"	"ENSG00000025434"	"47248300"	"47269033"
"8130"	"ILMN_1814044"	"CABIN1"	"23523"	"22"	"ENSG00000099991"	"24011192"	"24178628"
"8131"	"ILMN_1814074"	"PHKA2"	"5256"	"X"	"ENSG00000044446"	"18892298"	"18984114"
"8132"	"ILMN_1814113"	"ZFR"	"51663"	"5"	"ENSG00000056097"	"32354350"	"32444740"
"8133"	"ILMN_1814120"	"PECR"	"55825"	"2"	"ENSG00000115425"	"215996329"	"216082955"
"8134"	"ILMN_1814122"	"MDC1"	"9656"	"CHR_HSCHR6_MHC_APD_CTG1"	"ENSG00000234012"	"30763719"	"30781800"
"8135"	"ILMN_1814156"	"PSMB7"	"5695"	"9"	"ENSG00000136930"	"124353465"	"124415444"
"8136"	"ILMN_1814165"	"SSBP3"	"23648"	"1"	"ENSG00000157216"	"54225432"	"54413479"
"8137"	"ILMN_1814173"	"SMARCA4"	"6597"	"19"	"ENSG00000127616"	"10960825"	"11079426"
"8138"	"ILMN_1814194"	"TCF4"	"6925"	"18"	"ENSG00000196628"	"55222185"	"55664787"
"8139"	"ILMN_1814213"	"SLC66A3"	"130814"	"2"	"ENSG00000162976"	"11155198"	"11178870"
"8140"	"ILMN_1814230"	"MTCP1"	"4515"	"X"	"ENSG00000214827"	"155064034"	"155147937"
"8141"	"ILMN_1814247"	"TCFL5"	"10732"	"20"	"ENSG00000101190"	"62841005"	"62861822"
"8142"	"ILMN_1814282"	"AEN"	"64782"	"15"	"ENSG00000181026"	"88621337"	"88632281"
"8143"	"ILMN_1814296"	"TRPM6"	"140803"	"9"	"ENSG00000119121"	"74722495"	"74888094"
"8144"	"ILMN_1814305"	"SAMD9"	"54809"	"7"	"ENSG00000205413"	"93099513"	"93118023"
"8145"	"ILMN_1814313"	"TNXB"	"7148"	"CHR_HSCHR6_MHC_MCF_CTG1"	"ENSG00000206258"	"32117595"	"32194037"
"8146"	"ILMN_1814315"	"PBXIP1"	"57326"	"1"	"ENSG00000163346"	"154944076"	"154956123"
"8147"	"ILMN_1814327"	"AGTR1"	"185"	"3"	"ENSG00000144891"	"148697784"	"148743008"
"8148"	"ILMN_1814397"	"EPB42"	"2038"	"15"	"ENSG00000166947"	"43197227"	"43221125"
"8149"	"ILMN_1814526"	"ADD3"	"120"	"10"	"ENSG00000148700"	"109996368"	"110135565"
"8150"	"ILMN_1814573"	"CMTR2"	"55783"	"16"	"ENSG00000180917"	"71281389"	"71289715"
"8151"	"ILMN_1814622"	"GIN1"	"54826"	"5"	"ENSG00000145723"	"103086000"	"103120138"
"8152"	"ILMN_1814650"	"TRAPPC4"	"51399"	"11"	"ENSG00000196655"	"119018763"	"119025454"
"8153"	"ILMN_1814661"	"PHLPP1"	"23239"	"18"	"ENSG00000081913"	"62715541"	"62980433"
"8154"	"ILMN_1814703"	"ILDR2"	"387597"	"1"	"ENSG00000143195"	"166895711"	"166975540"
"8155"	"ILMN_1814726"	"SCARB2"	"950"	"4"	"ENSG00000138760"	"76158737"	"76234536"
"8156"	"ILMN_1814737"	"LNPEP"	"4012"	"5"	"ENSG00000113441"	"96935394"	"97037513"
"8157"	"ILMN_1814787"	"ICA1"	"3382"	"7"	"ENSG00000003147"	"8113184"	"8262687"
"8158"	"ILMN_1814790"	"SHANK2"	"22941"	"11"	"ENSG00000162105"	"70467856"	"71252577"
"8159"	"ILMN_1814808"	"BFAR"	"51283"	"CHR_HSCHR16_1_CTG1"	"ENSG00000275618"	"14632814"	"14669237"
"8160"	"ILMN_1814856"	"CACFD1"	"11094"	"9"	"ENSG00000160325"	"133459965"	"133470848"
"8161"	"ILMN_1814917"	"TLE2"	"7089"	"19"	"ENSG00000065717"	"2997639"	"3047635"
"8162"	"ILMN_1814966"	"PIAS3"	"10401"	"1"	"ENSG00000131788"	"145848522"	"145859836"
"8163"	"ILMN_1815010"	"RNF141"	"50862"	"11"	"ENSG00000110315"	"10511673"	"10541230"
"8164"	"ILMN_1815023"	"PIM1"	"5292"	"6"	"ENSG00000137193"	"37170152"	"37175428"
"8165"	"ILMN_1815039"	"RRP36"	"88745"	"6"	"ENSG00000124541"	"43021623"	"43034156"
"8166"	"ILMN_1815043"	"MRPS2"	"51116"	"9"	"ENSG00000122140"	"135499984"	"135504673"
"8167"	"ILMN_1815051"	"API5"	"8539"	"11"	"ENSG00000166181"	"43311963"	"43344529"
"8168"	"ILMN_1815057"	"PDGFRB"	"5159"	"5"	"ENSG00000113721"	"150113839"	"150155872"
"8169"	"ILMN_1815063"	"PXK"	"54899"	"3"	"ENSG00000168297"	"58332880"	"58426127"
"8170"	"ILMN_1815083"	"NELFA"	"7469"	"4"	"ENSG00000185049"	"1982717"	"2041903"
"8171"	"ILMN_1815086"	"NINJ1"	"4814"	"9"	"ENSG00000131669"	"93121496"	"93134251"
"8172"	"ILMN_1815102"	"LCAT"	"3931"	"16"	"ENSG00000213398"	"67939750"	"67944131"
"8173"	"ILMN_1815107"	""	NA	"X"	"ENSG00000225858"	"72660470"	"72660719"
"8174"	"ILMN_1815115"	"CYC1"	"1537"	"8"	"ENSG00000179091"	"144095039"	"144097525"
"8175"	"ILMN_1815121"	"PLAGL1"	"5325"	"6"	"ENSG00000118495"	"143940300"	"144064599"
"8176"	"ILMN_1815130"	"MICALL1"	"85377"	"22"	"ENSG00000100139"	"37905657"	"37942822"
"8177"	"ILMN_1815148"	"MAN2A2"	"4122"	"15"	"ENSG00000196547"	"90902218"	"90922584"
"8178"	"ILMN_1815154"	"MYH10"	"4628"	"17"	"ENSG00000133026"	"8474207"	"8630761"
"8179"	"ILMN_1815158"	"GPS2"	"2874"	"17"	"ENSG00000132522"	"7311324"	"7315564"
"8180"	"ILMN_1815169"	"MCM5"	"4174"	"22"	"ENSG00000100297"	"35400134"	"35425431"
"8181"	"ILMN_1815184"	"ASPM"	"259266"	"1"	"ENSG00000066279"	"197084127"	"197146694"
"8182"	"ILMN_1815190"	"METTL1"	"4234"	"12"	"ENSG00000037897"	"57768471"	"57772119"
"8183"	"ILMN_1815203"	"HMGCS2"	"3158"	"1"	"ENSG00000134240"	"119748002"	"119768905"
"8184"	"ILMN_1815261"	"PDIA4"	"9601"	"7"	"ENSG00000155660"	"149003062"	"149028662"
"8185"	"ILMN_1815264"	"RHBDD3"	"25807"	"22"	"ENSG00000100263"	"29259872"	"29268209"
"8186"	"ILMN_1815292"	"RPL7"	"6129"	"8"	"ENSG00000147604"	"73290242"	"73295789"
"8187"	"ILMN_1815308"	"SDC1"	"6382"	"2"	"ENSG00000115884"	"20200797"	"20225433"
"8188"	"ILMN_1815313"	"EPGN"	"255324"	"4"	"ENSG00000182585"	"74308470"	"74316789"
"8189"	"ILMN_1815319"	"CMTM4"	"146223"	"16"	"ENSG00000183723"	"66614750"	"66696707"
"8190"	"ILMN_1815345"	"EIF3J"	"8669"	"15"	"ENSG00000104131"	"44537125"	"44563029"
"8191"	"ILMN_1815346"	"TLCD5"	"219902"	"11"	"ENSG00000181264"	"120325296"	"120333686"
"8192"	"ILMN_1815361"	"XIAP"	"331"	"X"	"ENSG00000101966"	"123859724"	"123913979"
"8193"	"ILMN_1815366"	"ENGASE"	"64772"	"17"	"ENSG00000167280"	"79074824"	"79088599"
"8194"	"ILMN_1815392"	"ACTRT1"	"139741"	"X"	"ENSG00000123165"	"128050962"	"128052398"
"8195"	"ILMN_1815479"	"NOP10"	"55505"	"15"	"ENSG00000182117"	"34341719"	"34343136"
"8196"	"ILMN_1815500"	"ITPR3"	"3710"	"6"	"ENSG00000096433"	"33620365"	"33696574"
"8197"	"ILMN_1815519"	"EPN2"	"22905"	"17"	"ENSG00000072134"	"19215615"	"19336715"
"8198"	"ILMN_1815527"	"HBD"	"3045"	"11"	"ENSG00000223609"	"5232678"	"5243657"
"8199"	"ILMN_1815552"	"NTAN1"	"123803"	"CHR_HSCHR16_1_CTG1"	"ENSG00000275779"	"15040743"	"15058977"
"8200"	"ILMN_1815578"	"ZNF223"	"7766"	"19"	"ENSG00000178386"	"44051367"	"44067999"
"8201"	"ILMN_1815610"	"SYT12"	"91683"	"11"	"ENSG00000173227"	"67006778"	"67050863"
"8202"	"ILMN_1815634"	"COX4I2"	"84701"	"20"	"ENSG00000131055"	"31637912"	"31645006"
"8203"	"ILMN_1815639"	"GIGYF1"	"64599"	"7"	"ENSG00000146830"	"100679507"	"100694037"
"8204"	"ILMN_1815673"	"DKK3"	"27122"	"11"	"ENSG00000050165"	"11956207"	"12009769"
"8205"	"ILMN_1815682"	"HMCES"	"56941"	"3"	"ENSG00000183624"	"129278828"	"129306186"
"8206"	"ILMN_1815690"	"TIE1"	"7075"	"1"	"ENSG00000066056"	"43300982"	"43323108"
"8207"	"ILMN_1815700"	"WNT3A"	"89780"	"1"	"ENSG00000154342"	"228006998"	"228061271"
"8208"	"ILMN_1815705"	"LZTFL1"	"54585"	"3"	"ENSG00000163818"	"45823316"	"45916042"
"8209"	"ILMN_1815718"	"BTRC"	"8945"	"10"	"ENSG00000166167"	"101354033"	"101557321"
"8210"	"ILMN_1815719"	"PLCG2"	"5336"	"16"	"ENSG00000197943"	"81739097"	"81962685"
"8211"	"ILMN_1815733"	"EIF5"	"1983"	"14"	"ENSG00000100664"	"103333544"	"103345025"
"8212"	"ILMN_1815734"	"FCHSD2"	"9873"	"11"	"ENSG00000137478"	"72836745"	"73142318"
"8213"	"ILMN_1815745"	"SOX4"	"6659"	"6"	"ENSG00000124766"	"21593751"	"21598619"
"8214"	"ILMN_1815759"	"CTDP1"	"9150"	"18"	"ENSG00000060069"	"79679803"	"79754510"
"8215"	"ILMN_1815859"	"ERCC2"	"2068"	"19"	"ENSG00000104884"	"45349837"	"45370918"
"8216"	"ILMN_1815874"	"NANS"	"54187"	"9"	"ENSG00000095380"	"98056732"	"98083077"
"8217"	"ILMN_1815878"	"LAMTOR1"	"55004"	"11"	"ENSG00000149357"	"72085895"	"72103297"
"8218"	"ILMN_1815885"	"ZNF112"	"7771"	"19"	"ENSG00000062370"	"44326555"	"44367217"
"8219"	"ILMN_1815924"	"NUP107"	"57122"	"12"	"ENSG00000111581"	"68686951"	"68745809"
"8220"	"ILMN_1815931"	"EZHIP"	"340602"	"X"	"ENSG00000187690"	"51406948"	"51408843"
"8221"	"ILMN_1815933"	"MRM2"	"29960"	"7"	"ENSG00000122687"	"2234195"	"2242205"
"8222"	"ILMN_1815937"	"TMEM184A"	"202915"	"7"	"ENSG00000164855"	"1542235"	"1560821"
"8223"	"ILMN_2038777"	"ACTB"	"60"	"7"	"ENSG00000075624"	"5527148"	"5563784"
"8224"	"ILMN_2041046"	"CKS1B"	"1163"	"1"	"ENSG00000173207"	"154974653"	"154979251"
"8225"	"ILMN_2041161"	"DENND4A"	"10260"	"15"	"ENSG00000174485"	"65658046"	"65792293"
"8226"	"ILMN_2041190"	"F2RL1"	"2150"	"5"	"ENSG00000164251"	"76818933"	"76835315"
"8227"	"ILMN_2041222"	"KRT18P55"	NA	"17"	"ENSG00000265480"	"28275986"	"28317783"
"8228"	"ILMN_2041293"	"SQLE"	"6713"	"8"	"ENSG00000104549"	"124998497"	"125022283"
"8229"	"ILMN_2041327"	"MRPL37"	"51253"	"1"	"ENSG00000116221"	"54184041"	"54225464"
"8230"	"ILMN_2041368"	"RN7SL5P"	NA	"9"	"ENSG00000265735"	"9442060"	"9442380"
"8231"	"ILMN_2041577"	"SLC52A2"	"79581"	"8"	"ENSG00000185803"	"144354135"	"144361272"
"8232"	"ILMN_2041788"	"PLS3"	"5358"	"X"	"ENSG00000102024"	"115561174"	"115650861"
"8233"	"ILMN_2042595"	"PCM1"	"5108"	"8"	"ENSG00000078674"	"17922840"	"18029944"
"8234"	"ILMN_2042771"	"PTTG1"	"9232"	"5"	"ENSG00000164611"	"160421855"	"160428739"
"8235"	"ILMN_2042941"	"TMEM159"	"57146"	"16"	"ENSG00000011638"	"21158377"	"21180616"
"8236"	"ILMN_2043079"	"ILDR1"	"286676"	"3"	"ENSG00000145103"	"121987323"	"122022247"
"8237"	"ILMN_2043126"	"CSAG2"	"102723547"	"X"	"ENSG00000268902"	"152708261"	"152714549"
"8238"	"ILMN_2043265"	"ZNF106"	"64397"	"15"	"ENSG00000103994"	"42412823"	"42491141"
"8239"	"ILMN_2043452"	"FANCE"	"2178"	"6"	"ENSG00000112039"	"35452338"	"35467102"
"8240"	"ILMN_2043569"	"MOSPD2"	"158747"	"X"	"ENSG00000130150"	"14873421"	"14922327"
"8241"	"ILMN_2043728"	"ZNF341"	"84905"	"20"	"ENSG00000131061"	"33731657"	"33792269"
"8242"	"ILMN_2043809"	"PFKM"	"5213"	"12"	"ENSG00000152556"	"48105139"	"48146404"
"8243"	"ILMN_2043816"	"ARPC5L"	"81873"	"9"	"ENSG00000136950"	"124862130"	"124877733"
"8244"	"ILMN_2043828"	"UTP23"	"84294"	"8"	"ENSG00000147679"	"116766505"	"116849463"
"8245"	"ILMN_2043918"	"DLEU1"	NA	"13"	"ENSG00000176124"	"50082169"	"50906856"
"8246"	"ILMN_2044027"	""	NA	"20"	"ENSG00000226465"	"25697003"	"25752776"
"8247"	"ILMN_2044085"	"CNOT9"	"9125"	"2"	"ENSG00000144580"	"218568580"	"218597080"
"8248"	"ILMN_2044226"	"PPP3CA"	"5530"	"4"	"ENSG00000138814"	"101023409"	"101348278"
"8249"	"ILMN_2044293"	"KBTBD7"	"84078"	"13"	"ENSG00000120696"	"41189834"	"41194569"
"8250"	"ILMN_2044453"	"LPAR5"	"57121"	"12"	"ENSG00000184574"	"6618835"	"6635960"
"8251"	"ILMN_2044572"	"TBC1D20"	"128637"	"20"	"ENSG00000125875"	"435480"	"462543"
"8252"	"ILMN_2044617"	"MTERF3"	"51001"	"8"	"ENSG00000156469"	"96239398"	"96261610"
"8253"	"ILMN_2044645"	"CGB1"	"114335"	"19"	"ENSG00000267631"	"49035610"	"49036895"
"8254"	"ILMN_2044813"	"TUBB2A"	"7280"	"6"	"ENSG00000137267"	"3153666"	"3157544"
"8255"	"ILMN_2044832"	"NOP56"	"10528"	"20"	"ENSG00000101361"	"2652593"	"2658393"
"8256"	"ILMN_2044927"	"RNF5"	"6048"	"CHR_HSCHR6_MHC_MCF_CTG1"	"ENSG00000225452"	"32254782"	"32257219"
"8257"	"ILMN_2045175"	"ZNF691"	"51058"	"1"	"ENSG00000164011"	"42846573"	"42852477"
"8258"	"ILMN_2045419"	"BNIP3L"	"665"	"8"	"ENSG00000104765"	"26383054"	"26505636"
"8259"	"ILMN_2045729"	"WDR12"	"55759"	"2"	"ENSG00000138442"	"202874261"	"203014798"
"8260"	"ILMN_2045911"	"FBXO28"	"23219"	"1"	"ENSG00000143756"	"224114111"	"224162047"
"8261"	"ILMN_2045975"	"ORMDL1"	"94101"	"2"	"ENSG00000128699"	"189770267"	"189784364"
"8262"	"ILMN_2045994"	"SELENOW"	"6415"	"19"	"ENSG00000178980"	"47778585"	"47784686"
"8263"	"ILMN_2046003"	"ZDHHC6"	"64429"	"10"	"ENSG00000023041"	"112424428"	"112446917"
"8264"	"ILMN_2046024"	"DUSP11"	"8446"	"2"	"ENSG00000144048"	"73762184"	"73780157"
"8265"	"ILMN_2046315"	"GABARAPL2"	"11345"	"16"	"ENSG00000034713"	"75566375"	"75577881"
"8266"	"ILMN_2046470"	"DAAM1"	"23002"	"14"	"ENSG00000100592"	"59188646"	"59371405"
"8267"	"ILMN_2046611"	"MCOLN3"	"55283"	"1"	"ENSG00000055732"	"85018082"	"85048500"
"8268"	"ILMN_2046730"	"S100A10"	"6281"	"1"	"ENSG00000197747"	"151982915"	"151993859"
"8269"	"ILMN_2046896"	"ESRRAP2"	NA	"13"	"ENSG00000235438"	"21260015"	"21295003"
"8270"	"ILMN_2047112"	"DPCD"	"25911"	"10"	"ENSG00000166171"	"101570560"	"101609662"
"8271"	"ILMN_2047206"	"TMX3"	"54495"	"18"	"ENSG00000166479"	"68673688"	"68715108"
"8272"	"ILMN_2047240"	"ARSA"	"410"	"22"	"ENSG00000100299"	"50622754"	"50628173"
"8273"	"ILMN_2047354"	"LINC00467"	NA	"1"	"ENSG00000153363"	"211382736"	"211435570"
"8274"	"ILMN_2047430"	"MARCHF5"	"54708"	"10"	"ENSG00000198060"	"92291167"	"92353964"
"8275"	"ILMN_2047599"	"TMEM50B"	"757"	"21"	"ENSG00000142188"	"33432485"	"33479974"
"8276"	"ILMN_2047676"	"OSGEPL1"	"64172"	"2"	"ENSG00000128694"	"189746660"	"189763227"
"8277"	"ILMN_2047856"	"MICU3"	"286097"	"8"	"ENSG00000155970"	"17027238"	"17122642"
"8278"	"ILMN_2047885"	""	NA	"5"	"ENSG00000279068"	"141182409"	"141188582"
"8279"	"ILMN_2048119"	"TBX19"	"9095"	"1"	"ENSG00000143178"	"168280877"	"168314426"
"8280"	"ILMN_2048326"	"RPS27A"	"6233"	"2"	"ENSG00000143947"	"55231903"	"55235853"
"8281"	"ILMN_2048607"	"ANKRD9"	"122416"	"14"	"ENSG00000156381"	"102501767"	"102509799"
"8282"	"ILMN_2048633"	"LRRC8E"	"80131"	"19"	"ENSG00000171017"	"7888505"	"7902021"
"8283"	"ILMN_2048636"	"ME2"	"4200"	"18"	"ENSG00000082212"	"50879080"	"50954257"
"8284"	"ILMN_2048700"	"ATAD2"	"29028"	"8"	"ENSG00000156802"	"123319850"	"123416350"
"8285"	"ILMN_2048793"	"CIAO1"	"9391"	"2"	"ENSG00000144021"	"96266159"	"96274173"
"8286"	"ILMN_2048811"	"NUBPL"	"80224"	"14"	"ENSG00000151413"	"31489956"	"31861224"
"8287"	"ILMN_2048822"	"NUDCD2"	"134492"	"5"	"ENSG00000170584"	"163446526"	"163460102"
"8288"	"ILMN_2048982"	"ZBTB25"	"7597"	"14"	"ENSG00000089775"	"64449106"	"64505213"
"8289"	"ILMN_2049021"	"PTTG3P"	NA	"8"	"ENSG00000213005"	"66767400"	"66768005"
"8290"	"ILMN_2049184"	"DNASE1L3"	"1776"	"3"	"ENSG00000163687"	"58192257"	"58214697"
"8291"	"ILMN_2049303"	"ECI1"	"1632"	"16"	"ENSG00000167969"	"2239402"	"2252300"
"8292"	"ILMN_2049364"	"METTL21A"	"151194"	"2"	"ENSG00000144401"	"207580631"	"207625928"
"8293"	"ILMN_2049417"	"TMEM86B"	"255043"	"19"	"ENSG00000180089"	"55226638"	"55228784"
"8294"	"ILMN_2049672"	"ANO3"	"63982"	"11"	"ENSG00000134343"	"26188842"	"26663289"
"8295"	"ILMN_2049727"	"OSER1"	"51526"	"20"	"ENSG00000132823"	"44195939"	"44210771"
"8296"	"ILMN_2049766"	"NFE2L3"	"9603"	"7"	"ENSG00000050344"	"26152198"	"26187137"
"8297"	"ILMN_2050023"	"SVBP"	"374969"	"1"	"ENSG00000177868"	"42807052"	"42817397"
"8298"	"ILMN_2050109"	"CTDNEP1"	"23399"	"17"	"ENSG00000175826"	"7243591"	"7252491"
"8299"	"ILMN_2050255"	"UCKL1"	"54963"	"20"	"ENSG00000198276"	"63939829"	"63956416"
"8300"	"ILMN_2050434"	"TUBA3FP"	NA	"22"	"ENSG00000161149"	"21008193"	"21014292"
"8301"	"ILMN_2050617"	"CCT6P1"	NA	"7"	"ENSG00000228409"	"65751142"	"65763354"
"8302"	"ILMN_2050654"	"SAV1"	"60485"	"14"	"ENSG00000151748"	"50632058"	"50668306"
"8303"	"ILMN_2050761"	"EIF4EP2"	NA	"17"	"ENSG00000229944"	"49424269"	"49424922"
"8304"	"ILMN_2050790"	"C11orf52"	"91894"	"11"	"ENSG00000149300"	"111918032"	"111926871"
"8305"	"ILMN_2050911"	"SLC22A4"	"6583"	"5"	"ENSG00000197208"	"132294394"	"132344190"
"8306"	"ILMN_2051373"	"NEK2"	"4751"	"1"	"ENSG00000117650"	"211658657"	"211675630"
"8307"	"ILMN_2051381"	"ALDH16A1"	"126133"	"19"	"ENSG00000161618"	"49453225"	"49471050"
"8308"	"ILMN_2051408"	"PNPT1"	"87178"	"2"	"ENSG00000138035"	"55634061"	"55693863"
"8309"	"ILMN_2051519"	"RPL37A"	"6168"	"2"	"ENSG00000197756"	"216498825"	"216579180"
"8310"	"ILMN_2051684"	"C4orf3"	"401152"	"4"	"ENSG00000164096"	"119296419"	"119304445"
"8311"	"ILMN_2051867"	"PTCD2"	"79810"	"5"	"ENSG00000049883"	"72320367"	"72368395"
"8312"	"ILMN_2051900"	"EID2B"	"126272"	"19"	"ENSG00000176401"	"39530987"	"39532852"
"8313"	"ILMN_2051972"	"GPC3"	"2719"	"X"	"ENSG00000147257"	"133535745"	"133985594"
"8314"	"ILMN_2052163"	"YIPF1"	"54432"	"1"	"ENSG00000058799"	"53851719"	"53889798"
"8315"	"ILMN_2052208"	"GADD45A"	"1647"	"1"	"ENSG00000116717"	"67685201"	"67688334"
"8316"	"ILMN_2052373"	"RAB17"	"64284"	"2"	"ENSG00000124839"	"237574322"	"237601614"
"8317"	"ILMN_2052383"	"R3HDM1"	"23518"	"2"	"ENSG00000048991"	"135531455"	"135725270"
"8318"	"ILMN_2052433"	"TTTY14"	NA	"Y"	"ENSG00000176728"	"18772706"	"19077563"
"8319"	"ILMN_2052495"	"DNAH6"	"1768"	"2"	"ENSG00000115423"	"84516455"	"84819589"
"8320"	"ILMN_2052598"	"ARMC10"	"83787"	"CHR_HSCHR7_1_CTG4_4"	"ENSG00000282813"	"103086630"	"103099764"
"8321"	"ILMN_2052686"	"LCA5"	"167691"	"6"	"ENSG00000135338"	"79484991"	"79537458"
"8322"	"ILMN_2052717"	"GRAMD1C"	"54762"	"3"	"ENSG00000178075"	"113828182"	"113947174"
"8323"	"ILMN_2052790"	"NONO"	"4841"	"X"	"ENSG00000147140"	"71283192"	"71301168"
"8324"	"ILMN_2052871"	"TMEM116"	"89894"	"12"	"ENSG00000198270"	"111931282"	"112013185"
"8325"	"ILMN_2052891"	"PKD2"	"5311"	"4"	"ENSG00000118762"	"88007635"	"88077777"
"8326"	"ILMN_2053103"	"SLC40A1"	"30061"	"2"	"ENSG00000138449"	"189560590"	"189583758"
"8327"	"ILMN_2053178"	"ACTG1"	"71"	"17"	"ENSG00000184009"	"81509971"	"81523847"
"8328"	"ILMN_2053281"	"L3HYPDH"	"112849"	"14"	"ENSG00000126790"	"59460363"	"59484408"
"8329"	"ILMN_2053415"	"LDLR"	"3949"	"19"	"ENSG00000130164"	"11089462"	"11133820"
"8330"	"ILMN_2053546"	"FAM153CP"	NA	"5"	"ENSG00000204677"	"178006348"	"178086529"
"8331"	"ILMN_2053567"	"FASTKD2"	"22868"	"2"	"ENSG00000118246"	"206765357"	"206796189"
"8332"	"ILMN_2053650"	"RAB3GAP2"	"25782"	"1"	"ENSG00000118873"	"220148293"	"220272453"
"8333"	"ILMN_2053679"	"ACADM"	"34"	"1"	"ENSG00000117054"	"75724347"	"75787575"
"8334"	"ILMN_2053829"	"CBLN3"	"643866"	"14"	"ENSG00000139899"	"24426545"	"24430954"
"8335"	"ILMN_2053921"	"CAPZB"	"832"	"1"	"ENSG00000077549"	"19338775"	"19485539"
"8336"	"ILMN_2054019"	"ISG15"	"9636"	"1"	"ENSG00000187608"	"1001138"	"1014540"
"8337"	"ILMN_2054213"	"MPHOSPH8"	"54737"	"13"	"ENSG00000196199"	"19633659"	"19673441"
"8338"	"ILMN_2054297"	"PTGS2"	"5743"	"1"	"ENSG00000073756"	"186671791"	"186680423"
"8339"	"ILMN_2054362"	"SLC25A40"	"55972"	"7"	"ENSG00000075303"	"87833568"	"87876360"
"8340"	"ILMN_2054392"	"PPIL1"	"51645"	"6"	"ENSG00000137168"	"36854827"	"36874803"
"8341"	"ILMN_2054442"	"ZNF146"	"7705"	"19"	"ENSG00000167635"	"36214602"	"36238774"
"8342"	"ILMN_2054554"	"DTWD2"	"285605"	"5"	"ENSG00000169570"	"118836074"	"118988547"
"8343"	"ILMN_2054607"	"CYP4V2"	"285440"	"4"	"ENSG00000145476"	"186191567"	"186213463"
"8344"	"ILMN_2054725"	"SUGT1"	"10910"	"13"	"ENSG00000165416"	"52652709"	"52700909"
"8345"	"ILMN_2054928"	"XPNPEP3"	"63929"	"22"	"ENSG00000196236"	"40857077"	"40932815"
"8346"	"ILMN_2055156"	"PAG1"	"55824"	"8"	"ENSG00000076641"	"80967810"	"81112068"
"8347"	"ILMN_2055165"	"MRFAP1"	"93621"	"4"	"ENSG00000179010"	"6640091"	"6642745"
"8348"	"ILMN_2055310"	"MBD4"	"8930"	"3"	"ENSG00000129071"	"129430944"	"129440179"
"8349"	"ILMN_2055523"	"CSGALNACT1"	"55790"	"8"	"ENSG00000147408"	"19404161"	"19758029"
"8350"	"ILMN_2055700"	"SLBP"	"7884"	"4"	"ENSG00000163950"	"1692731"	"1712344"
"8351"	"ILMN_2055760"	"LNPK"	"80856"	"2"	"ENSG00000144320"	"175923882"	"176002839"
"8352"	"ILMN_2056002"	"ANP32AP1"	NA	"15"	"ENSG00000259516"	"35181799"	"35238197"
"8353"	"ILMN_2056032"	"CD99"	"4267"	"X"	"ENSG00000002586"	"2691187"	"2741309"
"8354"	"ILMN_2056074"	"RGPD1"	"400966"	"2"	"ENSG00000187627"	"86907953"	"87013976"
"8355"	"ILMN_2056087"	"IGF1"	"3479"	"12"	"ENSG00000017427"	"102395874"	"102481744"
"8356"	"ILMN_2056167"	"OSTC"	"58505"	"4"	"ENSG00000198856"	"108650585"	"108667820"
"8357"	"ILMN_2056479"	"GLRX3"	"10539"	"10"	"ENSG00000108010"	"130136391"	"130184521"
"8358"	"ILMN_2056551"	"RBMX2"	"51634"	"X"	"ENSG00000134597"	"130401987"	"130413656"
"8359"	"ILMN_2056687"	"TEPSIN"	"146705"	"17"	"ENSG00000167302"	"81228277"	"81239091"
"8360"	"ILMN_2056760"	"MKRN2"	"23609"	"3"	"ENSG00000075975"	"12557087"	"12583713"
"8361"	"ILMN_2056795"	"USP9Y"	"8287"	"Y"	"ENSG00000114374"	"12537650"	"12860839"
"8362"	"ILMN_2056975"	"HPRT1"	"3251"	"X"	"ENSG00000165704"	"134460165"	"134520513"
"8363"	"ILMN_2057389"	"PEX3"	"8504"	"6"	"ENSG00000034693"	"143450805"	"143490616"
"8364"	"ILMN_2057399"	"ZBTB8OS"	"339487"	"1"	"ENSG00000176261"	"32600172"	"32650903"
"8365"	"ILMN_2057479"	"EGFL6"	"25975"	"X"	"ENSG00000198759"	"13569601"	"13633575"
"8366"	"ILMN_2057566"	"PGP"	"283871"	"16"	"ENSG00000184207"	"2211593"	"2214840"
"8367"	"ILMN_2057573"	"ESYT2"	"57488"	"7"	"ENSG00000117868"	"158730995"	"158830253"
"8368"	"ILMN_2057826"	"PHF3"	"23469"	"6"	"ENSG00000118482"	"63635802"	"63779336"
